"flags","price","side","size","symbol","timestamp","trade_id","type","","","","","","","","","","","",""
"1","57.7","B","0","SLV","2026-09-11 12:00:40.099694+00:00","","price_level_update","","","","","","","","","","","",""
"1","57.68","B","600","SLV","2026-09-11 12:00:40.099766+00:00","","price_level_update","","","","","","","","","","","",""
"1","85.71","B","0","GLDM","2026-09-11 12:00:40.102791+00:00","","price_level_update","","","","","","","","","","","",""
"1","85.69","B","1000","GLDM","2026-09-11 12:00:40.102823+00:00","","price_level_update","","","","","","","","","","","",""
"1","8.84","S","1400","ERY","2026-09-11 12:00:40.105769+00:00","","price_level_update","","","","","","","","","","","",""
"1","39.16","S","1920","SQQQ","2026-09-11 12:00:40.111577+00:00","","price_level_update","","","","","","","","","","","",""
"1","153.16","B","100","USO","2026-09-11 12:00:40.125236+00:00","","price_level_update","","","","","","","","","","","",""
"1","153.15","B","0","USO","2026-09-11 12:00:40.125239+00:00","","price_level_update","","","","","","","","","","","",""
"1","765.84","B","0","IVV","2026-09-11 12:00:40.131528+00:00","","price_level_update","","","","","","","","","","","",""
"1","765.87","B","100","IVV","2026-09-11 12:00:40.131572+00:00","","price_level_update","","","","","","","","","","","",""
"1","24.23","S","0","SDOW","2026-09-11 12:00:40.131657+00:00","","price_level_update","","","","","","","","","","","",""
"1","24.22","S","400","SDOW","2026-09-11 12:00:40.131717+00:00","","price_level_update","","","","","","","","","","","",""
"1","293.7","B","200","QQQM","2026-09-11 12:00:40.136303+00:00","","price_level_update","","","","","","","","","","","",""
"1","10.34","B","3200","BITO","2026-09-11 12:00:40.136954+00:00","","price_level_update","","","","","","","","","","","",""
"1","10.32","B","10800","BITO","2026-09-11 12:00:40.136973+00:00","","price_level_update","","","","","","","","","","","",""
"1","153.16","B","0","USO","2026-09-11 12:00:40.140971+00:00","","price_level_update","","","","","","","","","","","",""
"1","10.33","B","11320","BITO","2026-09-11 12:00:40.143419+00:00","","price_level_update","","","","","","","","","","","",""
"1","10.32","B","3300","BITO","2026-09-11 12:00:40.143422+00:00","","price_level_update","","","","","","","","","","","",""
"1","5.18","S","200","CONL","2026-09-11 12:00:40.146381+00:00","","price_level_update","","","","","","","","","","","",""
"1","153.22","S","100","USO","2026-09-11 12:00:40.150014+00:00","","price_level_update","","","","","","","","","","","",""
"1","153.26","S","0","USO","2026-09-11 12:00:40.150018+00:00","","price_level_update","","","","","","","","","","","",""
"1","5.18","S","100","CONL","2026-09-11 12:00:40.159224+00:00","","price_level_update","","","","","","","","","","","",""
"0","44.13","B","0","EQNR","2026-09-11 12:00:40.184285+00:00","","price_level_update","","","","","","","","","","","",""
"1","44.15","B","1200","EQNR","2026-09-11 12:00:40.184285+00:00","","price_level_update","","","","","","","","","","","",""
"1","68.92","B","0","UDOW","2026-09-11 12:00:40.188076+00:00","","price_level_update","","","","","","","","","","","",""
"1","68.93","B","100","UDOW","2026-09-11 12:00:40.188087+00:00","","price_level_update","","","","","","","","","","","",""
"1","10.05","B","0","MUD","2026-09-11 12:00:40.198648+00:00","","price_level_update","","","","","","","","","","","",""
"1","57.69","B","600","SLV","2026-09-11 12:00:40.201816+00:00","","price_level_update","","","","","","","","","","","",""
"1","85.7","B","1000","GLDM","2026-09-11 12:00:40.210359+00:00","","price_level_update","","","","","","","","","","","",""
"1","57.72","S","600","SLV","2026-09-11 12:00:40.214063+00:00","","price_level_update","","","","","","","","","","","",""
"1","153.15","B","100","USO","2026-09-11 12:00:40.232552+00:00","","price_level_update","","","","","","","","","","","",""
"1","293.7","B","0","QQQM","2026-09-11 12:00:40.250157+00:00","","price_level_update","","","","","","","","","","","",""
"1","293.71","B","200","QQQM","2026-09-11 12:00:40.250158+00:00","","price_level_update","","","","","","","","","","","",""
"1","153.22","S","0","USO","2026-09-11 12:00:40.293936+00:00","","price_level_update","","","","","","","","","","","",""
"1","153.21","S","100","USO","2026-09-11 12:00:40.293971+00:00","","price_level_update","","","","","","","","","","","",""
"1","153.15","B","0","USO","2026-09-11 12:00:40.300389+00:00","","price_level_update","","","","","","","","","","","",""
"1","57.68","B","0","SLV","2026-09-11 12:00:40.301803+00:00","","price_level_update","","","","","","","","","","","",""
"1","57.7","B","600","SLV","2026-09-11 12:00:40.301817+00:00","","price_level_update","","","","","","","","","","","",""
"1","85.69","B","0","GLDM","2026-09-11 12:00:40.310239+00:00","","price_level_update","","","","","","","","","","","",""
"1","85.71","B","1000","GLDM","2026-09-11 12:00:40.310249+00:00","","price_level_update","","","","","","","","","","","",""
"1","293.71","B","0","QQQM","2026-09-11 12:00:40.316303+00:00","","price_level_update","","","","","","","","","","","",""
"1","153.13","B","100","USO","2026-09-11 12:00:40.332749+00:00","","price_level_update","","","","","","","","","","","",""
"1","44.39","S","12","IREN","2026-09-11 12:00:40.361849+00:00","","price_level_update","","","","","","","","","","","",""
"1","44.39","S","0","IREN","2026-09-11 12:00:40.367211+00:00","","price_level_update","","","","","","","","","","","",""
"1","293.71","B","200","QQQM","2026-09-11 12:00:40.371101+00:00","","price_level_update","","","","","","","","","","","",""
"1","6.91","B","0","SKDD","2026-09-11 12:00:40.371442+00:00","","price_level_update","","","","","","","","","","","",""
"1","89.15","B","0","QLD","2026-09-11 12:00:40.372266+00:00","","price_level_update","","","","","","","","","","","",""
"1","89.16","B","300","QLD","2026-09-11 12:00:40.372281+00:00","","price_level_update","","","","","","","","","","","",""
"1","39.15","B","0","SQQQ","2026-09-11 12:00:40.372621+00:00","","price_level_update","","","","","","","","","","","",""
"1","174.03","B","40","BELFA","2026-09-11 12:00:40.406949+00:00","","price_level_update","","","","","","","","","","","",""
"1","174.03","B","0","BELFA","2026-09-11 12:00:40.409953+00:00","","price_level_update","","","","","","","","","","","",""
"1","523.95","S","0","DIA","2026-09-11 12:00:40.517159+00:00","","price_level_update","","","","","","","","","","","",""
"1","523.94","S","100","DIA","2026-09-11 12:00:40.517233+00:00","","price_level_update","","","","","","","","","","","",""
"1","293.71","B","0","QQQM","2026-09-11 12:00:40.562718+00:00","","price_level_update","","","","","","","","","","","",""
"1","293.71","B","200","QQQM","2026-09-11 12:00:40.564206+00:00","","price_level_update","","","","","","","","","","","",""
"1","10.33","B","3820","BITO","2026-09-11 12:00:40.699019+00:00","","price_level_update","","","","","","","","","","","",""
"1","10.34","B","10700","BITO","2026-09-11 12:00:40.699079+00:00","","price_level_update","","","","","","","","","","","",""
"1","10.05","S","0","UNG","2026-09-11 12:00:40.777559+00:00","","price_level_update","","","","","","","","","","","",""
"1","10.05","S","600","UNG","2026-09-11 12:00:40.781568+00:00","","price_level_update","","","","","","","","","","","",""
"1","57.72","S","0","SLV","2026-09-11 12:00:40.786940+00:00","","price_level_update","","","","","","","","","","","",""
"1","57.73","S","0","SLV","2026-09-11 12:00:40.786954+00:00","","price_level_update","","","","","","","","","","","",""
"1","85.74","S","0","GLDM","2026-09-11 12:00:40.786957+00:00","","price_level_update","","","","","","","","","","","",""
"1","85.75","S","0","GLDM","2026-09-11 12:00:40.787598+00:00","","price_level_update","","","","","","","","","","","",""
"1","89.19","S","0","QLD","2026-09-11 12:00:40.787940+00:00","","price_level_update","","","","","","","","","","","",""
"1","89.21","S","300","QLD","2026-09-11 12:00:40.787961+00:00","","price_level_update","","","","","","","","","","","",""
"1","293.77","S","200","QQQM","2026-09-11 12:00:40.788024+00:00","","price_level_update","","","","","","","","","","","",""
"1","293.75","S","0","QQQM","2026-09-11 12:00:40.788039+00:00","","price_level_update","","","","","","","","","","","",""
"1","765.87","B","0","IVV","2026-09-11 12:00:40.790873+00:00","","price_level_update","","","","","","","","","","","",""
"1","765.89","B","100","IVV","2026-09-11 12:00:40.790881+00:00","","price_level_update","","","","","","","","","","","",""
"1","70.51","B","0","TQQQ","2026-09-11 12:00:40.790915+00:00","","price_level_update","","","","","","","","","","","",""
"1","70.52","B","600","TQQQ","2026-09-11 12:00:40.790997+00:00","","price_level_update","","","","","","","","","","","",""
"1","85.7","B","0","GLDM","2026-09-11 12:00:40.792426+00:00","","price_level_update","","","","","","","","","","","",""
"1","85.72","B","1000","GLDM","2026-09-11 12:00:40.792461+00:00","","price_level_update","","","","","","","","","","","",""
"1","57.69","B","0","SLV","2026-09-11 12:00:40.792511+00:00","","price_level_update","","","","","","","","","","","",""
"1","57.71","B","600","SLV","2026-09-11 12:00:40.792625+00:00","","price_level_update","","","","","","","","","","","",""
"1","85.75","S","1000","GLDM","2026-09-11 12:00:40.793475+00:00","","price_level_update","","","","","","","","","","","",""
"1","10.05","B","700","MUD","2026-09-11 12:00:40.793593+00:00","","price_level_update","","","","","","","","","","","",""
"1","153.21","S","0","USO","2026-09-11 12:00:40.793736+00:00","","price_level_update","","","","","","","","","","","",""
"1","153.19","S","100","USO","2026-09-11 12:00:40.793766+00:00","","price_level_update","","","","","","","","","","","",""
"1","57.71","B","0","SLV","2026-09-11 12:00:40.797129+00:00","","price_level_update","","","","","","","","","","","",""
"1","85.72","B","0","GLDM","2026-09-11 12:00:40.802412+00:00","","price_level_update","","","","","","","","","","","",""
"1","57.74","S","600","SLV","2026-09-11 12:00:40.808207+00:00","","price_level_update","","","","","","","","","","","",""
"1","68.98","S","0","UDOW","2026-09-11 12:00:40.824600+00:00","","price_level_update","","","","","","","","","","","",""
"1","69","S","100","UDOW","2026-09-11 12:00:40.824643+00:00","","price_level_update","","","","","","","","","","","",""
"1","523.83","B","0","DIA","2026-09-11 12:00:40.824775+00:00","","price_level_update","","","","","","","","","","","",""
"1","523.84","B","100","DIA","2026-09-11 12:00:40.824801+00:00","","price_level_update","","","","","","","","","","","",""
"1","10.05","B","0","MUD","2026-09-11 12:00:40.853265+00:00","","price_level_update","","","","","","","","","","","",""
"1","33.93","B","200","DUST","2026-09-11 12:00:40.858890+00:00","","price_level_update","","","","","","","","","","","",""
"1","293.77","S","0","QQQM","2026-09-11 12:00:40.892118+00:00","","price_level_update","","","","","","","","","","","",""
"1","293.76","S","200","QQQM","2026-09-11 12:00:40.892123+00:00","","price_level_update","","","","","","","","","","","",""
"1","89.21","S","0","QLD","2026-09-11 12:00:40.894633+00:00","","price_level_update","","","","","","","","","","","",""
"1","89.2","S","300","QLD","2026-09-11 12:00:40.894696+00:00","","price_level_update","","","","","","","","","","","",""
"1","57.71","B","600","SLV","2026-09-11 12:00:40.894774+00:00","","price_level_update","","","","","","","","","","","",""
"1","85.72","B","1000","GLDM","2026-09-11 12:00:40.894777+00:00","","price_level_update","","","","","","","","","","","",""
"1","57.73","S","600","SLV","2026-09-11 12:00:40.910172+00:00","","price_level_update","","","","","","","","","","","",""
"1","69","S","0","UDOW","2026-09-11 12:00:40.928071+00:00","","price_level_update","","","","","","","","","","","",""
"1","68.99","S","100","UDOW","2026-09-11 12:00:40.928132+00:00","","price_level_update","","","","","","","","","","","",""
"1","70.52","B","0","TQQQ","2026-09-11 12:00:40.973439+00:00","","price_level_update","","","","","","","","","","","",""
"1","70.51","B","600","TQQQ","2026-09-11 12:00:40.974849+00:00","","price_level_update","","","","","","","","","","","",""
"1","34.13","S","100","DUST","2026-09-11 12:00:41.026841+00:00","","price_level_update","","","","","","","","","","","",""
"1","34.12","S","0","DUST","2026-09-11 12:00:41.026858+00:00","","price_level_update","","","","","","","","","","","",""
"1","65.52","S","0","TNA","2026-09-11 12:00:41.036844+00:00","","price_level_update","","","","","","","","","","","",""
"1","34.12","S","400","DUST","2026-09-11 12:00:41.048925+00:00","","price_level_update","","","","","","","","","","","",""
"1","153.19","S","0","USO","2026-09-11 12:00:41.073701+00:00","","price_level_update","","","","","","","","","","","",""
"1","153.22","S","100","USO","2026-09-11 12:00:41.073761+00:00","","price_level_update","","","","","","","","","","","",""
"1","153.13","B","0","USO","2026-09-11 12:00:41.078811+00:00","","price_level_update","","","","","","","","","","","",""
"1","153.1","B","100","USO","2026-09-11 12:00:41.078837+00:00","","price_level_update","","","","","","","","","","","",""
"1","70.51","B","0","TQQQ","2026-09-11 12:00:41.087625+00:00","","price_level_update","","","","","","","","","","","",""
"1","70.52","B","600","TQQQ","2026-09-11 12:00:41.087704+00:00","","price_level_update","","","","","","","","","","","",""
"1","765.89","B","0","IVV","2026-09-11 12:00:41.124078+00:00","","price_level_update","","","","","","","","","","","",""
"1","762.38","S","0","SPY","2026-09-11 12:00:41.124091+00:00","","price_level_update","","","","","","","","","","","",""
"1","765.84","B","100","IVV","2026-09-11 12:00:41.124094+00:00","","price_level_update","","","","","","","","","","","",""
"1","70.52","B","0","TQQQ","2026-09-11 12:00:41.124343+00:00","","price_level_update","","","","","","","","","","","",""
"1","762.38","S","100","SPY","2026-09-11 12:00:41.126689+00:00","","price_level_update","","","","","","","","","","","",""
"1","108.14","S","1000","FXF","2026-09-11 12:00:41.145339+00:00","","price_level_update","","","","","","","","","","","",""
"1","153.1","B","0","USO","2026-09-11 12:00:41.182410+00:00","","price_level_update","","","","","","","","","","","",""
"1","153.15","B","100","USO","2026-09-11 12:00:41.182457+00:00","","price_level_update","","","","","","","","","","","",""
"1","153.22","S","0","USO","2026-09-11 12:00:41.189628+00:00","","price_level_update","","","","","","","","","","","",""
"1","153.22","S","100","USO","2026-09-11 12:00:41.190224+00:00","","price_level_update","","","","","","","","","","","",""
"1","70.51","B","600","TQQQ","2026-09-11 12:00:41.192103+00:00","","price_level_update","","","","","","","","","","","",""
"1","10.34","B","3200","BITO","2026-09-11 12:00:41.197148+00:00","","price_level_update","","","","","","","","","","","",""
"1","10.32","B","10800","BITO","2026-09-11 12:00:41.197226+00:00","","price_level_update","","","","","","","","","","","",""
"1","10.33","B","11320","BITO","2026-09-11 12:00:41.200234+00:00","","price_level_update","","","","","","","","","","","",""
"1","10.32","B","3300","BITO","2026-09-11 12:00:41.200716+00:00","","price_level_update","","","","","","","","","","","",""
"1","293.76","S","0","QQQM","2026-09-11 12:00:41.202318+00:00","","price_level_update","","","","","","","","","","","",""
"1","89.2","S","0","QLD","2026-09-11 12:00:41.202345+00:00","","price_level_update","","","","","","","","","","","",""
"1","89.19","S","300","QLD","2026-09-11 12:00:41.202348+00:00","","price_level_update","","","","","","","","","","","",""
"1","293.75","S","200","QQQM","2026-09-11 12:00:41.202402+00:00","","price_level_update","","","","","","","","","","","",""
"1","523.93","S","100","DIA","2026-09-11 12:00:41.202581+00:00","","price_level_update","","","","","","","","","","","",""
"1","523.94","S","0","DIA","2026-09-11 12:00:41.202583+00:00","","price_level_update","","","","","","","","","","","",""
"1","5.18","S","200","CONL","2026-09-11 12:00:41.205093+00:00","","price_level_update","","","","","","","","","","","",""
"1","765.84","B","0","IVV","2026-09-11 12:00:41.225657+00:00","","price_level_update","","","","","","","","","","","",""
"1","765.87","B","100","IVV","2026-09-11 12:00:41.225680+00:00","","price_level_update","","","","","","","","","","","",""
"1","762.41","S","0","SPY","2026-09-11 12:00:41.228327+00:00","","price_level_update","","","","","","","","","","","",""
"1","762.36","S","100","SPY","2026-09-11 12:00:41.228329+00:00","","price_level_update","","","","","","","","","","","",""
"1","153.22","S","0","USO","2026-09-11 12:00:41.242055+00:00","","price_level_update","","","","","","","","","","","",""
"1","19.33","S","100","NVDX","2026-09-11 12:00:41.271689+00:00","","price_level_update","","","","","","","","","","","",""
"1","153.24","S","100","USO","2026-09-11 12:00:41.294737+00:00","","price_level_update","","","","","","","","","","","",""
"1","51.45","S","0","YCS","2026-09-11 12:00:41.298774+00:00","","price_level_update","","","","","","","","","","","",""
"1","523.93","S","0","DIA","2026-09-11 12:00:41.316652+00:00","","price_level_update","","","","","","","","","","","",""
"1","153.15","B","0","USO","2026-09-11 12:00:41.331888+00:00","","price_level_update","","","","","","","","","","","",""
"1","153.16","B","100","USO","2026-09-11 12:00:41.331891+00:00","","price_level_update","","","","","","","","","","","",""
"1","153.16","B","0","USO","2026-09-11 12:00:41.342395+00:00","","price_level_update","","","","","","","","","","","",""
"1","9.26","S","200","SSPC","2026-09-11 12:00:41.362838+00:00","","price_level_update","","","","","","","","","","","",""
"0","55.02","B","0","E","2026-09-11 12:00:41.368956+00:00","","price_level_update","","","","","","","","","","","",""
"1","55.03","B","228","E","2026-09-11 12:00:41.368956+00:00","","price_level_update","","","","","","","","","","","",""
"0","54.16","B","0","E","2026-09-11 12:00:41.369848+00:00","","price_level_update","","","","","","","","","","","",""
"1","54.17","B","100","E","2026-09-11 12:00:41.369848+00:00","","price_level_update","","","","","","","","","","","",""
"1","523.95","S","100","DIA","2026-09-11 12:00:41.378344+00:00","","price_level_update","","","","","","","","","","","",""
"1","13.11","S","400","BITU","2026-09-11 12:00:41.400069+00:00","","price_level_update","","","","","","","","","","","",""
"1","13.1","S","3300","BITU","2026-09-11 12:00:41.400082+00:00","","price_level_update","","","","","","","","","","","",""
"1","66.97","S","1100","FBTC","2026-09-11 12:00:41.400058+00:00","","price_level_update","","","","","","","","","","","",""
"1","66.98","S","0","FBTC","2026-09-11 12:00:41.400062+00:00","","price_level_update","","","","","","","","","","","",""
"1","13.09","B","0","BITU","2026-09-11 12:00:41.402395+00:00","","price_level_update","","","","","","","","","","","",""
"1","4.48","S","0","MSTZ","2026-09-11 12:00:41.411245+00:00","","price_level_update","","","","","","","","","","","",""
"1","293.71","B","0","QQQM","2026-09-11 12:00:41.420689+00:00","","price_level_update","","","","","","","","","","","",""
"1","293.69","B","200","QQQM","2026-09-11 12:00:41.420705+00:00","","price_level_update","","","","","","","","","","","",""
"1","39.15","B","1000","SQQQ","2026-09-11 12:00:41.420837+00:00","","price_level_update","","","","","","","","","","","",""
"1","89.16","B","0","QLD","2026-09-11 12:00:41.420883+00:00","","price_level_update","","","","","","","","","","","",""
"1","89.14","B","300","QLD","2026-09-11 12:00:41.420899+00:00","","price_level_update","","","","","","","","","","","",""
"1","153.15","B","100","USO","2026-09-11 12:00:41.436790+00:00","","price_level_update","","","","","","","","","","","",""
"1","35.16","B","0","GDLC","2026-09-11 12:00:41.448237+00:00","","price_level_update","","","","","","","","","","","",""
"1","35.15","B","600","GDLC","2026-09-11 12:00:41.459070+00:00","","price_level_update","","","","","","","","","","","",""
"0","44.21","S","0","EQNR","2026-09-11 12:00:41.477625+00:00","","price_level_update","","","","","","","","","","","",""
"1","44.23","S","600","EQNR","2026-09-11 12:00:41.477625+00:00","","price_level_update","","","","","","","","","","","",""
"1","25.23","B","2400","SPXS","2026-09-11 12:00:41.499357+00:00","","price_level_update","","","","","","","","","","","",""
"1","25.23","B","1400","SPXS","2026-09-11 12:00:41.510174+00:00","","price_level_update","","","","","","","","","","","",""
"1","293.69","B","0","QQQM","2026-09-11 12:00:41.522105+00:00","","price_level_update","","","","","","","","","","","",""
"1","293.7","B","200","QQQM","2026-09-11 12:00:41.522214+00:00","","price_level_update","","","","","","","","","","","",""
"1","89.14","B","0","QLD","2026-09-11 12:00:41.524646+00:00","","price_level_update","","","","","","","","","","","",""
"1","89.15","B","300","QLD","2026-09-11 12:00:41.524698+00:00","","price_level_update","","","","","","","","","","","",""
"1","35.16","B","600","GDLC","2026-09-11 12:00:41.538715+00:00","","price_level_update","","","","","","","","","","","",""
"1","957.58","B","6","FICO","2026-09-11 12:00:41.678112+00:00","","price_level_update","","","","","","","","","","","",""
"1","957.59","B","6","FICO","2026-09-11 12:00:41.678158+00:00","","price_level_update","","","","","","","","","","","",""
"1","957.69","B","6","FICO","2026-09-11 12:00:41.684790+00:00","","price_level_update","","","","","","","","","","","",""
"1","957.58","B","0","FICO","2026-09-11 12:00:41.684803+00:00","","price_level_update","","","","","","","","","","","",""
"1","957.59","B","0","FICO","2026-09-11 12:00:41.684815+00:00","","price_level_update","","","","","","","","","","","",""
"1","957.69","B","0","FICO","2026-09-11 12:00:41.685941+00:00","","price_level_update","","","","","","","","","","","",""
"1","153.16","B","100","USO","2026-09-11 12:00:41.686913+00:00","","price_level_update","","","","","","","","","","","",""
"1","153.15","B","0","USO","2026-09-11 12:00:41.686922+00:00","","price_level_update","","","","","","","","","","","",""
"1","153.27","S","100","USO","2026-09-11 12:00:41.700630+00:00","","price_level_update","","","","","","","","","","","",""
"1","153.24","S","0","USO","2026-09-11 12:00:41.700656+00:00","","price_level_update","","","","","","","","","","","",""
"1","4.48","S","500","MSTZ","2026-09-11 12:00:41.735639+00:00","","price_level_update","","","","","","","","","","","",""
"1","153.27","S","0","USO","2026-09-11 12:00:41.802392+00:00","","price_level_update","","","","","","","","","","","",""
"1","153.26","S","100","USO","2026-09-11 12:00:41.802507+00:00","","price_level_update","","","","","","","","","","","",""
"0","44.22","S","0","EQNR","2026-09-11 12:00:41.809417+00:00","","price_level_update","","","","","","","","","","","",""
"1","44.24","S","900","EQNR","2026-09-11 12:00:41.809417+00:00","","price_level_update","","","","","","","","","","","",""
"1","762.36","S","0","SPY","2026-09-11 12:00:41.851762+00:00","","price_level_update","","","","","","","","","","","",""
"1","39.15","B","0","SQQQ","2026-09-11 12:00:41.852491+00:00","","price_level_update","","","","","","","","","","","",""
"1","44.14","B","300","EQNR","2026-09-11 12:00:41.852865+00:00","","price_level_update","","","","","","","","","","","",""
"0","44.14","B","0","EQNR","2026-09-11 12:00:41.852973+00:00","","price_level_update","","","","","","","","","","","",""
"1","44.16","B","600","EQNR","2026-09-11 12:00:41.852973+00:00","","price_level_update","","","","","","","","","","","",""
"1","293.71","B","200","QQQM","2026-09-11 12:00:41.854931+00:00","","price_level_update","","","","","","","","","","","",""
"1","293.7","B","0","QQQM","2026-09-11 12:00:41.854957+00:00","","price_level_update","","","","","","","","","","","",""
"0","44.24","S","0","EQNR","2026-09-11 12:00:41.882342+00:00","","price_level_update","","","","","","","","","","","",""
"1","44.22","S","600","EQNR","2026-09-11 12:00:41.882342+00:00","","price_level_update","","","","","","","","","","","",""
"1","57.73","S","0","SLV","2026-09-11 12:00:41.900628+00:00","","price_level_update","","","","","","","","","","","",""
"1","293.71","B","0","QQQM","2026-09-11 12:00:41.901866+00:00","","price_level_update","","","","","","","","","","","",""
"1","153.16","B","0","USO","2026-09-11 12:00:41.903774+00:00","","price_level_update","","","","","","","","","","","",""
"1","65.49","B","0","TNA","2026-09-11 12:00:41.912900+00:00","","price_level_update","","","","","","","","","","","",""
"1","153.26","S","0","USO","2026-09-11 12:00:41.914969+00:00","","price_level_update","","","","","","","","","","","",""
"1","153.24","S","100","USO","2026-09-11 12:00:41.914984+00:00","","price_level_update","","","","","","","","","","","",""
"1","57.71","B","0","SLV","2026-09-11 12:00:41.915928+00:00","","price_level_update","","","","","","","","","","","",""
"1","65.52","S","200","TNA","2026-09-11 12:00:41.916579+00:00","","price_level_update","","","","","","","","","","","",""
"1","765.87","B","0","IVV","2026-09-11 12:00:41.917001+00:00","","price_level_update","","","","","","","","","","","",""
"1","765.89","B","100","IVV","2026-09-11 12:00:41.917009+00:00","","price_level_update","","","","","","","","","","","",""
"1","57.71","B","600","SLV","2026-09-11 12:00:41.917465+00:00","","price_level_update","","","","","","","","","","","",""
"1","762.38","S","0","SPY","2026-09-11 12:00:41.917778+00:00","","price_level_update","","","","","","","","","","","",""
"1","762.43","S","100","SPY","2026-09-11 12:00:41.917835+00:00","","price_level_update","","","","","","","","","","","",""
"1","39.15","B","1000","SQQQ","2026-09-11 12:00:41.919118+00:00","","price_level_update","","","","","","","","","","","",""
"1","65.52","S","0","TNA","2026-09-11 12:00:41.919592+00:00","","price_level_update","","","","","","","","","","","",""
"1","39.15","B","0","SQQQ","2026-09-11 12:00:41.920812+00:00","","price_level_update","","","","","","","","","","","",""
"1","153.13","B","100","USO","2026-09-11 12:00:41.921538+00:00","","price_level_update","","","","","","","","","","","",""
"1","65.49","B","200","TNA","2026-09-11 12:00:41.926312+00:00","","price_level_update","","","","","","","","","","","",""
"1","766.05","S","0","IVV","2026-09-11 12:00:41.926733+00:00","","price_level_update","","","","","","","","","","","",""
"1","766.1","S","100","IVV","2026-09-11 12:00:41.926753+00:00","","price_level_update","","","","","","","","","","","",""
"1","85.75","S","0","GLDM","2026-09-11 12:00:41.926769+00:00","","price_level_update","","","","","","","","","","","",""
"1","85.77","S","1000","GLDM","2026-09-11 12:00:41.926836+00:00","","price_level_update","","","","","","","","","","","",""
"1","89.49","B","900","SPYM","2026-09-11 12:00:41.927109+00:00","","price_level_update","","","","","","","","","","","",""
"1","68.93","B","0","UDOW","2026-09-11 12:00:41.927420+00:00","","price_level_update","","","","","","","","","","","",""
"1","24.21","S","400","SDOW","2026-09-11 12:00:41.927401+00:00","","price_level_update","","","","","","","","","","","",""
"1","68.94","B","100","UDOW","2026-09-11 12:00:41.927425+00:00","","price_level_update","","","","","","","","","","","",""
"1","24.22","S","0","SDOW","2026-09-11 12:00:41.927411+00:00","","price_level_update","","","","","","","","","","","",""
"1","523.95","S","0","DIA","2026-09-11 12:00:41.927464+00:00","","price_level_update","","","","","","","","","","","",""
"1","523.97","S","100","DIA","2026-09-11 12:00:41.927510+00:00","","price_level_update","","","","","","","","","","","",""
"1","293.75","S","0","QQQM","2026-09-11 12:00:41.928380+00:00","","price_level_update","","","","","","","","","","","",""
"1","293.77","S","200","QQQM","2026-09-11 12:00:41.928439+00:00","","price_level_update","","","","","","","","","","","",""
"1","35.38","S","700","SPXU","2026-09-11 12:00:41.928595+00:00","","price_level_update","","","","","","","","","","","",""
"1","153.13","B","0","USO","2026-09-11 12:00:41.931675+00:00","","price_level_update","","","","","","","","","","","",""
"1","51.45","S","2000","YCS","2026-09-11 12:00:41.931812+00:00","","price_level_update","","","","","","","","","","","",""
"1","89.15","B","0","QLD","2026-09-11 12:00:41.935964+00:00","","price_level_update","","","","","","","","","","","",""
"1","89.16","B","300","QLD","2026-09-11 12:00:41.935979+00:00","","price_level_update","","","","","","","","","","","",""
"1","89.19","S","0","QLD","2026-09-11 12:00:41.936017+00:00","","price_level_update","","","","","","","","","","","",""
"1","89.21","S","300","QLD","2026-09-11 12:00:41.936041+00:00","","price_level_update","","","","","","","","","","","",""
"1","70.51","B","0","TQQQ","2026-09-11 12:00:41.936191+00:00","","price_level_update","","","","","","","","","","","",""
"1","80.78","B","100","TLT","2026-09-11 12:00:41.936246+00:00","","price_level_update","","","","","","","","","","","",""
"1","70.52","B","600","TQQQ","2026-09-11 12:00:41.936259+00:00","","price_level_update","","","","","","","","","","","",""
"1","106.86","B","0","FXE","2026-09-11 12:00:41.937585+00:00","","price_level_update","","","","","","","","","","","",""
"1","80.74","B","0","TLT","2026-09-11 12:00:41.940248+00:00","","price_level_update","","","","","","","","","","","",""
"1","80.75","B","0","TLT","2026-09-11 12:00:41.940370+00:00","","price_level_update","","","","","","","","","","","",""
"1","80.79","S","0","TLT","2026-09-11 12:00:41.940400+00:00","","price_level_update","","","","","","","","","","","",""
"1","80.75","B","1100","TLT","2026-09-11 12:00:41.941010+00:00","","price_level_update","","","","","","","","","","","",""
"1","80.76","B","2200","TLT","2026-09-11 12:00:41.941080+00:00","","price_level_update","","","","","","","","","","","",""
"1","80.81","S","900","TLT","2026-09-11 12:00:41.941198+00:00","","price_level_update","","","","","","","","","","","",""
"1","80.8","S","1600","TLT","2026-09-11 12:00:41.941261+00:00","","price_level_update","","","","","","","","","","","",""
"1","80.75","B","0","TLT","2026-09-11 12:00:41.951458+00:00","","price_level_update","","","","","","","","","","","",""
"1","80.8","S","700","TLT","2026-09-11 12:00:41.951496+00:00","","price_level_update","","","","","","","","","","","",""
"1","80.76","B","0","TLT","2026-09-11 12:00:41.951519+00:00","","price_level_update","","","","","","","","","","","",""
"1","80.8","S","0","TLT","2026-09-11 12:00:41.951547+00:00","","price_level_update","","","","","","","","","","","",""
"1","80.77","B","2200","TLT","2026-09-11 12:00:41.952103+00:00","","price_level_update","","","","","","","","","","","",""
"1","80.76","B","1100","TLT","2026-09-11 12:00:41.952158+00:00","","price_level_update","","","","","","","","","","","",""
"1","80.81","S","1600","TLT","2026-09-11 12:00:41.952174+00:00","","price_level_update","","","","","","","","","","","",""
